Region,Q_Year,BEV,PHEV,HEV,Gas/Other,Diesel,Petrol,ICE,BEV share,PHEV share,HEV share,Gas/Other share,Diesel share,Petrol share,ICE share
Denmark,Q3 2022,7384.0,6375.0,6979.0,0.0,2402.0,12446.0,14848.0,20.7,17.9,19.6,0.0,6.7,35.0,41.7
Denmark,Q4 2022,11290.0,7494.0,5836.0,0.0,2655.0,11913.0,14568.0,28.8,19.1,14.9,0.0,6.8,30.4,37.2
Denmark,Q1 2023,11904.0,3904.0,7871.0,0.0,1648.0,14633.0,16281.0,29.8,9.8,19.7,0.0,4.1,36.6,40.7
Denmark,Q2 2023,14269.0,5293.0,8728.0,1.0,2447.0,13646.0,16093.0,32.1,11.9,19.7,0.0,5.5,30.7,36.3
Denmark,Q3 2023,14655.0,3675.0,6127.0,0.0,1727.0,13496.0,15223.0,36.9,9.3,15.4,0.0,4.4,34.0,38.4
Denmark,Q4 2023,21931.0,4411.0,7540.0,0.0,2310.0,12582.0,14892.0,45.0,9.0,15.5,0.0,4.7,25.8,30.5
Denmark,Q1 2024,15201.0,1743.0,7708.0,0.0,1176.0,11112.0,12288.0,41.2,4.7,20.9,0.0,3.2,30.1,33.3
Denmark,Q2 2024,23760.0,2021.0,8634.0,0.0,2214.0,12793.0,15007.0,48.1,4.1,17.5,0.0,4.5,25.9,30.4
Denmark,Q3 2024,21884.0,1494.0,6436.0,0.0,1791.0,8331.0,10122.0,54.8,3.7,16.1,0.0,4.5,20.9,25.3
Denmark,Q4 2024,28354.0,1834.0,7091.0,0.0,1867.0,7670.0,9537.0,60.6,3.9,15.1,0.0,4.0,16.4,20.4
Denmark,Q1 2025,24540.0,1045.0,5053.0,0.0,990.0,11112.0,12102.0,57.4,2.4,11.8,0.0,2.3,26.0,28.3
Denmark,Q2 2025,32638.0,1585.0,7813.0,15.0,1269.0,3494.0,4763.0,69.7,3.4,16.7,0.0,2.7,7.5,10.2
Denmark,Q3 2025,31274.0,1084.0,5806.0,13.0,1393.0,4978.0,6371.0,70.2,2.4,13.0,0.0,3.1,11.2,14.3
Denmark,Q4 2025,38090.0,978.0,6456.0,0.0,1122.0,3893.0,5015.0,75.4,1.9,12.8,0.0,2.2,7.7,9.9
Denmark,Q1 2026,34970.0,411.0,5129.0,2.0,939.0,2252.0,3191.0,80.0,0.9,11.7,0.0,2.1,5.2,7.3
Denmark,Q2 2026,45737.0,295.0,6573.0,0.0,1388.0,3339.0,4727.0,79.8,0.5,11.5,0.0,2.4,5.8,8.2
Estonia,Q1 2019,17.0,4.0,521.0,12.0,3210.0,4425.0,7635.0,0.2,0.0,6.4,0.1,39.2,54.0,93.2
Estonia,Q2 2019,25.0,8.0,783.0,216.0,3249.0,5546.0,8795.0,0.3,0.1,8.0,2.2,33.1,56.4,89.5
Estonia,Q3 2019,24.0,4.0,672.0,307.0,2704.0,4569.0,7273.0,0.3,0.0,8.1,3.7,32.7,55.2,87.8
Estonia,Q4 2019,14.0,1.0,717.0,173.0,2164.0,4030.0,6194.0,0.2,0.0,10.1,2.4,30.5,56.8,87.3
Estonia,Q1 2020,45.0,20.0,738.0,243.0,1279.0,3272.0,4551.0,0.8,0.4,13.2,4.3,22.9,58.5,81.3
Estonia,Q2 2020,61.0,13.0,484.0,145.0,812.0,1971.0,2783.0,1.7,0.4,13.9,4.2,23.3,56.5,79.8
Estonia,Q3 2020,105.0,17.0,684.0,125.0,1317.0,2865.0,4182.0,2.1,0.3,13.4,2.4,25.8,56.0,81.8
Estonia,Q4 2020,131.0,25.0,759.0,151.0,1229.0,2209.0,3438.0,2.9,0.6,16.9,3.4,27.3,49.0,76.3
Estonia,Q1 2021,95.0,44.0,1440.0,188.0,1420.0,2541.0,3961.0,1.7,0.8,25.1,3.3,24.8,44.4,69.2
Estonia,Q2 2021,164.0,74.0,1724.0,95.0,1495.0,3717.0,5212.0,2.3,1.0,23.7,1.3,20.6,51.1,71.7
Estonia,Q3 2021,104.0,63.0,1679.0,121.0,737.0,2889.0,3626.0,1.9,1.1,30.0,2.2,13.2,51.7,64.8
Estonia,Q4 2021,121.0,62.0,1198.0,62.0,580.0,1780.0,2360.0,3.2,1.6,31.5,1.6,15.3,46.8,62.1
Estonia,Q1 2022,147.0,107.0,1920.0,102.0,825.0,2090.0,2915.0,2.8,2.1,37.0,2.0,15.9,40.3,56.2
Estonia,Q2 2022,213.0,131.0,1631.0,61.0,948.0,2934.0,3882.0,3.6,2.2,27.6,1.0,16.0,49.6,65.6
Estonia,Q3 2022,170.0,86.0,1537.0,91.0,889.0,2334.0,3223.0,3.3,1.7,30.1,1.8,17.4,45.7,63.1
Estonia,Q4 2022,202.0,67.0,1861.0,34.0,914.0,2312.0,3226.0,3.7,1.2,34.5,0.6,17.0,42.9,59.9
Estonia,Q1 2023,245.0,131.0,2265.0,17.0,699.0,2301.0,3000.0,4.3,2.3,40.0,0.3,12.4,40.7,53.0
Estonia,Q2 2023,399.0,145.0,2312.0,23.0,815.0,2779.0,3594.0,6.2,2.2,35.7,0.4,12.6,42.9,55.5
Estonia,Q3 2023,384.0,147.0,2183.0,7.0,611.0,1991.0,2602.0,7.2,2.8,41.0,0.1,11.5,37.4,48.9
Estonia,Q4 2023,417.0,137.0,2307.0,19.0,711.0,1775.0,2486.0,7.8,2.6,43.0,0.4,13.3,33.1,46.3
Estonia,Q1 2024,317.0,182.0,1940.0,35.0,828.0,1414.0,2242.0,6.7,3.9,41.1,0.7,17.6,30.0,47.5
Estonia,Q2 2024,332.0,185.0,2556.0,32.0,808.0,1538.0,2346.0,6.1,3.4,46.9,0.6,14.8,28.2,43.0
Estonia,Q3 2024,333.0,357.0,2595.0,61.0,870.0,1444.0,2314.0,5.9,6.3,45.8,1.1,15.4,25.5,40.9
Estonia,Q4 2024,338.0,544.0,4445.0,18.0,1915.0,2299.0,4214.0,3.5,5.7,46.5,0.2,20.0,24.1,44.1
Estonia,Q1 2025,224.0,241.0,1092.0,0.0,168.0,396.0,564.0,10.6,11.4,51.5,0.0,7.9,18.7,26.6
Estonia,Q2 2025,220.0,391.0,2197.0,0.0,450.0,777.0,1227.0,5.5,9.7,54.4,0.0,11.2,19.3,30.4
Estonia,Q3 2025,214.0,377.0,1559.0,0.0,291.0,825.0,1116.0,6.6,11.5,47.7,0.0,8.9,25.3,34.2
Estonia,Q4 2025,210.0,394.0,1900.0,0.0,285.0,844.0,1129.0,5.8,10.8,52.3,0.0,7.8,23.2,31.1
Estonia,Q1 2026,260.0,403.0,2286.0,0.0,484.0,817.0,1301.0,6.1,9.5,53.8,0.0,11.4,19.2,30.6
Estonia,Q2 2026,357.0,461.0,3534.0,0.0,638.0,739.0,1377.0,6.2,8.0,61.7,0.0,11.1,12.9,24.0
European Union,Q1 2019,54478.0,28803.0,160268.0,56779.0,1095704.0,1903977.0,2999681.0,1.7,0.9,4.9,1.7,33.2,57.7,90.9
European Union,Q2 2019,56094.0,28273.0,185592.0,70066.0,1129724.0,2065054.0,3194778.0,1.6,0.8,5.3,2.0,32.0,58.4,90.4
European Union,Q3 2019,58320.0,29557.0,180710.0,68521.0,887848.0,1729506.0,2617354.0,2.0,1.0,6.1,2.3,30.1,58.5,88.6
European Union,Q4 2019,78297.0,52695.0,212612.0,58422.0,949619.0,1763096.0,2712715.0,2.5,1.7,6.8,1.9,30.5,56.6,87.1
European Union,Q1 2020,91864.0,75782.0,232985.0,39790.0,742434.0,1297137.0,2039571.0,3.7,3.1,9.4,1.6,29.9,52.3,82.2
European Union,Q2 2020,63422.0,66252.0,172593.0,34872.0,529820.0,934298.0,1464118.0,3.5,3.7,9.6,1.9,29.4,51.9,81.3
European Union,Q3 2020,135663.0,138380.0,341863.0,65095.0,769922.0,1318684.0,2088606.0,4.9,5.0,12.3,2.4,27.8,47.6,75.4
European Union,Q4 2020,247975.0,227307.0,437376.0,69901.0,729446.0,1170228.0,1899674.0,8.6,7.9,15.2,2.4,25.3,40.6,65.9
European Union,Q1 2021,146125.0,210242.0,534882.0,59862.0,565543.0,1043759.0,1609302.0,5.7,8.2,20.9,2.3,22.1,40.8,62.9
European Union,Q2 2021,210170.0,235919.0,546759.0,72879.0,566116.0,1169830.0,1735946.0,7.5,8.4,19.5,2.6,20.2,41.8,62.0
European Union,Q3 2021,212600.0,196232.0,460384.0,69546.0,378498.0,851327.0,1229825.0,9.8,9.0,21.2,3.2,17.5,39.3,56.7
European Union,Q4 2021,309167.0,221951.0,446251.0,67040.0,356404.0,772658.0,1129062.0,14.2,10.2,20.5,3.1,16.4,35.5,51.9
European Union,Q1 2022,224145.0,199107.0,563030.0,74006.0,378009.0,808039.0,1186048.0,10.0,8.9,25.1,3.3,16.8,36.0,52.8
European Union,Q2 2022,233413.0,206501.0,534754.0,69135.0,409174.0,909703.0,1318877.0,9.9,8.7,22.6,2.9,17.3,38.5,55.8
European Union,Q3 2022,259449.0,184450.0,492011.0,59372.0,360596.0,823360.0,1183956.0,11.9,8.5,22.6,2.7,16.5,37.8,54.3
European Union,Q4 2022,406890.0,287364.0,545316.0,73061.0,355113.0,804132.0,1159245.0,16.5,11.6,22.1,3.0,14.4,32.5,46.9
European Union,Q1 2023,320987.0,189350.0,668028.0,83042.0,397562.0,991742.0,1389304.0,12.1,7.1,25.2,3.1,15.0,37.4,52.4
European Union,Q2 2023,382599.0,212354.0,687223.0,84486.0,391903.0,1029378.0,1421281.0,13.7,7.6,24.6,3.0,14.1,36.9,51.0
European Union,Q3 2023,408606.0,195672.0,643670.0,69593.0,327309.0,857245.0,1184554.0,16.3,7.8,25.7,2.8,13.1,34.3,47.3
European Union,Q4 2023,426429.0,216104.0,718042.0,83517.0,316594.0,846281.0,1162875.0,16.4,8.3,27.5,3.2,12.1,32.5,44.6
European Union,Q1 2024,332999.0,204001.0,801315.0,94495.0,355352.0,980477.0,1335829.0,12.0,7.4,28.9,3.4,12.8,35.4,48.2
European Union,Q2 2024,379638.0,188283.0,859766.0,84762.0,375290.0,1027465.0,1402755.0,13.0,6.5,29.5,2.9,12.9,35.2,48.1
European Union,Q3 2024,335232.0,157882.0,743451.0,68836.0,263665.0,736867.0,1000532.0,14.5,6.8,32.2,3.0,11.4,32.0,43.4
European Union,Q4 2024,400065.0,208778.0,884330.0,78052.0,273434.0,797946.0,1071380.0,15.1,7.9,33.5,3.0,10.3,30.2,40.5
European Union,Q1 2025,412997.0,207048.0,964108.0,92311.0,258728.0,779817.0,1038545.0,15.2,7.6,35.5,3.4,9.5,28.7,38.3
European Union,Q2 2025,456274.0,262362.0,978654.0,93118.0,265611.0,805540.0,1071151.0,15.9,9.2,34.2,3.3,9.3,28.2,37.4
European Union,Q3 2025,430917.0,253504.0,850317.0,75681.0,221647.0,648701.0,870348.0,17.4,10.2,34.3,3.1,8.9,26.1,35.1
European Union,Q4 2025,580182.0,292973.0,940246.0,91817.0,214038.0,646240.0,860278.0,21.0,10.6,34.0,3.3,7.7,23.4,31.1
European Union,Q1 2026,546937.0,268344.0,1089421.0,62848.0,218565.0,636502.0,855067.0,19.4,9.5,38.6,2.2,7.7,22.6,30.3
European Union,Q2 2026,673953.0,309391.0,1108727.0,88317.0,221027.0,672651.0,893678.0,21.9,10.1,36.1,2.9,7.2,21.9,29.1
Finland,Q1 2019,473.0,1336.0,3792.0,72.0,6557.0,16872.0,23429.0,1.6,4.6,13.0,0.2,22.5,58.0,80.5
Finland,Q2 2019,522.0,1068.0,4246.0,555.0,5745.0,19042.0,24787.0,1.7,3.4,13.6,1.8,18.4,61.1,79.5
Finland,Q3 2019,581.0,1155.0,4294.0,737.0,4529.0,16357.0,20886.0,2.1,4.2,15.5,2.7,16.4,59.2,75.5
Finland,Q4 2019,321.0,2407.0,3240.0,778.0,4040.0,15480.0,19520.0,1.2,9.2,12.3,3.0,15.4,58.9,74.3
Finland,Q1 2020,918.0,3642.0,5090.0,735.0,3945.0,13941.0,17886.0,3.2,12.9,18.0,2.6,14.0,49.3,63.3
Finland,Q2 2020,581.0,2208.0,3129.0,400.0,2950.0,9848.0,12798.0,3.0,11.6,16.4,2.1,15.4,51.5,66.9
Finland,Q3 2020,1182.0,3747.0,5187.0,487.0,3206.0,12204.0,15410.0,4.5,14.4,19.9,1.9,12.3,46.9,59.2
Finland,Q4 2020,1563.0,3634.0,5320.0,218.0,2676.0,9596.0,12272.0,6.8,15.8,23.1,0.9,11.6,41.7,53.3
Finland,Q1 2021,1503.0,5741.0,8166.0,307.0,2608.0,9651.0,12259.0,5.4,20.5,29.2,1.1,9.3,34.5,43.8
Finland,Q2 2021,2632.0,6236.0,8105.0,275.0,2623.0,8885.0,11508.0,9.2,21.7,28.2,1.0,9.1,30.9,40.0
Finland,Q3 2021,2288.0,4006.0,6688.0,193.0,1883.0,6869.0,8752.0,10.4,18.3,30.5,0.9,8.6,31.3,39.9
Finland,Q4 2021,3730.0,4157.0,5149.0,146.0,1283.0,5353.0,6636.0,18.8,21.0,26.0,0.7,6.5,27.0,33.5
Finland,Q1 2022,3040.0,4433.0,7117.0,135.0,1437.0,5567.0,7004.0,14.0,20.4,32.8,0.6,6.6,25.6,32.2
Finland,Q2 2022,2910.0,4266.0,7052.0,72.0,1614.0,5853.0,7467.0,13.4,19.6,32.4,0.3,7.4,26.9,34.3
Finland,Q3 2022,3915.0,3686.0,6057.0,210.0,1220.0,4327.0,5547.0,20.2,19.0,31.2,1.1,6.3,22.3,28.6
Finland,Q4 2022,4665.0,3785.0,5480.0,205.0,1147.0,3494.0,4641.0,24.8,20.2,29.2,1.1,6.1,18.6,24.7
Finland,Q1 2023,6586.0,3840.0,6056.0,106.0,885.0,3493.0,4378.0,31.4,18.3,28.9,0.5,4.2,16.7,20.9
Finland,Q2 2023,8714.0,4993.0,6659.0,132.0,1324.0,4085.0,5409.0,33.6,19.3,25.7,0.5,5.1,15.8,20.9
Finland,Q3 2023,7516.0,4816.0,5256.0,151.0,1007.0,2956.0,3963.0,34.6,22.2,24.2,0.7,4.6,13.6,18.3
Finland,Q4 2023,6719.0,4438.0,4405.0,81.0,908.0,2376.0,3284.0,35.5,23.4,23.3,0.4,4.8,12.6,17.4
Finland,Q1 2024,4767.0,4187.0,6065.0,76.0,926.0,2423.0,3349.0,25.8,22.7,32.9,0.4,5.0,13.1,18.2
Finland,Q2 2024,5802.0,3630.0,7045.0,53.0,1084.0,3096.0,4180.0,28.0,17.5,34.0,0.3,5.2,14.9,20.2
Finland,Q3 2024,5074.0,3331.0,4595.0,17.0,739.0,2590.0,3329.0,31.0,20.4,28.1,0.1,4.5,15.8,20.4
Finland,Q4 2024,6225.0,3715.0,4800.0,14.0,664.0,3146.0,3810.0,33.5,20.0,25.9,0.1,3.6,16.9,20.5
Finland,Q1 2025,5637.0,3607.0,4800.0,0.0,685.0,1971.0,2656.0,33.8,21.6,28.7,0.0,4.1,11.8,15.9
Finland,Q2 2025,7089.0,4286.0,5470.0,6.0,805.0,2900.0,3705.0,34.5,20.9,26.6,0.0,3.9,14.1,18.0
Finland,Q3 2025,6503.0,3397.0,4333.0,3.0,710.0,1740.0,2450.0,39.0,20.4,26.0,0.0,4.3,10.4,14.7
Finland,Q4 2025,7516.0,3226.0,4966.0,0.0,724.0,1507.0,2231.0,41.9,18.0,27.7,0.0,4.0,8.4,12.4
Finland,Q1 2026,8063.0,2482.0,4622.0,0.0,616.0,1419.0,2035.0,46.9,14.4,26.9,0.0,3.6,8.2,11.8
Finland,Q2 2026,9735.0,2271.0,5755.0,0.0,693.0,1601.0,2294.0,48.5,11.3,28.7,0.0,3.5,8.0,11.4
France,Q1 2019,10569.0,3934.0,22982.0,1011.0,190958.0,323881.0,514839.0,1.9,0.7,4.2,0.2,34.5,58.5,93.0
France,Q2 2019,10469.0,3970.0,26977.0,796.0,208681.0,362214.0,570895.0,1.7,0.6,4.4,0.1,34.0,59.1,93.1
France,Q3 2019,9392.0,3962.0,25457.0,2889.0,159640.0,273585.0,433225.0,2.0,0.8,5.4,0.6,33.6,57.6,91.2
France,Q4 2019,12397.0,6726.0,31365.0,4006.0,196300.0,322118.0,518418.0,2.2,1.2,5.5,0.7,34.3,56.2,90.5
France,Q1 2020,25959.0,9423.0,30115.0,584.0,121017.0,177581.0,298598.0,7.1,2.6,8.3,0.2,33.2,48.7,81.9
France,Q2 2020,19058.0,10774.0,30395.0,3543.0,101959.0,185390.0,287349.0,5.4,3.1,8.7,1.0,29.0,52.8,81.8
France,Q3 2020,25570.0,20090.0,49253.0,6886.0,139157.0,209944.0,349101.0,5.7,4.5,10.9,1.5,30.9,46.6,77.4
France,Q4 2020,40540.0,34305.0,59110.0,5952.0,142045.0,201468.0,343513.0,8.4,7.1,12.2,1.2,29.4,41.7,71.1
France,Q1 2021,30491.0,31229.0,70765.0,9424.0,107611.0,192271.0,299882.0,6.9,7.1,16.0,2.1,24.4,43.5,67.9
France,Q2 2021,42028.0,40556.0,82358.0,12789.0,104796.0,198447.0,303243.0,8.7,8.4,17.1,2.7,21.8,41.3,63.0
France,Q3 2021,34426.0,30041.0,63934.0,13642.0,64037.0,131528.0,195565.0,10.2,8.9,18.9,4.0,19.0,39.0,57.9
France,Q4 2021,55222.0,39175.0,72780.0,13161.0,73035.0,145257.0,218292.0,13.9,9.8,18.3,3.3,18.3,36.4,54.8
France,Q1 2022,43510.0,29310.0,75809.0,16548.0,60196.0,139987.0,200183.0,11.9,8.0,20.7,4.5,16.5,38.3,54.8
France,Q2 2022,49834.0,33498.0,88273.0,15595.0,69801.0,149619.0,219420.0,12.3,8.2,21.7,3.8,17.2,36.8,54.0
France,Q3 2022,47623.0,25747.0,73882.0,11619.0,52310.0,128906.0,181216.0,14.0,7.6,21.7,3.4,15.4,37.9,53.3
France,Q4 2022,62155.0,37992.0,94705.0,14949.0,56798.0,150369.0,207167.0,14.9,9.1,22.7,3.6,13.6,36.1,49.7
France,Q1 2023,64859.0,36516.0,93687.0,16731.0,47132.0,161962.0,209094.0,15.4,8.7,22.3,4.0,11.2,38.5,49.7
France,Q2 2023,73060.0,41474.0,111426.0,20148.0,46761.0,176020.0,222781.0,15.6,8.8,23.8,4.3,10.0,37.5,47.5
France,Q3 2023,66697.0,38456.0,98504.0,15184.0,35979.0,144028.0,180007.0,16.7,9.6,24.7,3.8,9.0,36.1,45.1
France,Q4 2023,93603.0,46504.0,128682.0,15882.0,41856.0,159572.0,201428.0,19.3,9.6,26.5,3.3,8.6,32.8,41.4
France,Q1 2024,79823.0,38575.0,124945.0,19538.0,33338.0,148683.0,182021.0,17.9,8.7,28.1,4.4,7.5,33.4,40.9
France,Q2 2024,78579.0,35113.0,155575.0,16698.0,39019.0,145000.0,184019.0,16.7,7.5,33.1,3.6,8.3,30.9,39.2
France,Q3 2024,58439.0,25412.0,132185.0,10960.0,23439.0,100581.0,124020.0,16.6,7.2,37.7,3.1,6.7,28.7,35.3
France,Q4 2024,73773.0,47292.0,176190.0,12609.0,29155.0,113491.0,142646.0,16.3,10.5,38.9,2.8,6.4,25.1,31.5
France,Q1 2025,74519.0,19592.0,184267.0,15630.0,18126.0,97951.0,116077.0,18.2,4.8,44.9,3.8,4.4,23.9,28.3
France,Q2 2025,73813.0,29557.0,191952.0,16537.0,23364.0,96896.0,120260.0,17.1,6.8,44.4,3.8,5.4,22.4,27.8
France,Q3 2025,67978.0,23388.0,155211.0,10411.0,17416.0,70176.0,87592.0,19.7,6.8,45.0,3.0,5.1,20.4,25.4
France,Q4 2025,110612.0,36090.0,184724.0,13241.0,20491.0,80210.0,100701.0,24.8,8.1,41.5,3.0,4.6,18.0,22.6
France,Q1 2026,112083.0,19584.0,189901.0,11481.0,10066.0,58440.0,68506.0,27.9,4.9,47.3,2.9,2.5,14.6,17.1
France,Q2 2026,129479.0,28281.0,198382.0,17692.0,12080.0,69696.0,81776.0,28.4,6.2,43.5,3.9,2.7,15.3,17.9
Germany,Q1 2019,15944.0,7382.0,40673.0,3406.0,291092.0,521592.0,812684.0,1.8,0.8,4.6,0.4,33.1,59.3,92.3
Germany,Q2 2019,15215.0,9143.0,45797.0,4650.0,317661.0,576437.0,894098.0,1.6,0.9,4.7,0.5,32.8,59.5,92.3
Germany,Q3 2019,16896.0,9962.0,50395.0,4132.0,277103.0,532668.0,809771.0,1.9,1.1,5.7,0.5,31.1,59.8,90.9
Germany,Q4 2019,15436.0,18861.0,57037.0,2692.0,266877.0,506194.0,773071.0,1.8,2.2,6.6,0.3,30.8,58.4,89.2
Germany,Q1 2020,26030.0,26419.0,63121.0,2317.0,224046.0,359429.0,583475.0,3.7,3.8,9.0,0.3,31.9,51.2,83.2
Germany,Q2 2020,18409.0,23122.0,46549.0,2147.0,159354.0,259679.0,419033.0,3.6,4.5,9.1,0.4,31.3,51.0,82.3
Germany,Q3 2020,54170.0,56341.0,96371.0,4573.0,226860.0,392894.0,619754.0,6.5,6.8,11.6,0.6,27.3,47.3,74.6
Germany,Q4 2020,95862.0,94587.0,121354.0,4679.0,209636.0,349721.0,559357.0,10.9,10.8,13.9,0.5,23.9,39.9,63.9
Germany,Q1 2021,64809.0,78047.0,101326.0,2518.0,158163.0,251585.0,409748.0,9.9,11.9,15.4,0.4,24.1,38.3,62.4
Germany,Q2 2021,84127.0,85524.0,119501.0,3724.0,156328.0,285229.0,441557.0,11.5,11.6,16.3,0.5,21.3,38.8,60.1
Germany,Q3 2021,88121.0,77493.0,113181.0,3268.0,112167.0,232441.0,344608.0,14.1,12.4,18.1,0.5,17.9,37.1,55.0
Germany,Q4 2021,119368.0,84385.0,95131.0,4566.0,97788.0,203333.0,301121.0,19.7,14.0,15.7,0.8,16.2,33.6,49.8
Germany,Q1 2022,83774.0,67771.0,121541.0,5721.0,126253.0,220893.0,347146.0,13.4,10.8,19.4,0.9,20.2,35.3,55.5
Germany,Q2 2022,83729.0,71109.0,111698.0,2917.0,119784.0,222778.0,342562.0,13.7,11.6,18.3,0.5,19.6,36.4,56.0
Germany,Q3 2022,105598.0,76767.0,111463.0,4283.0,115877.0,215910.0,331787.0,16.8,12.2,17.7,0.7,18.4,34.3,52.7
Germany,Q4 2022,198293.0,146446.0,120525.0,3984.0,110360.0,203864.0,314224.0,25.3,18.7,15.4,0.5,14.1,26.0,40.1
Germany,Q1 2023,94736.0,37545.0,156236.0,3491.0,126260.0,248550.0,374810.0,14.2,5.6,23.4,0.5,18.9,37.3,56.2
Germany,Q2 2023,125508.0,41520.0,167842.0,4778.0,126503.0,263901.0,390404.0,17.2,5.7,23.0,0.7,17.3,36.1,53.5
Germany,Q3 2023,167045.0,44280.0,166777.0,3095.0,122064.0,237935.0,359999.0,22.5,6.0,22.5,0.4,16.5,32.1,48.6
Germany,Q4 2023,136930.0,52379.0,173725.0,3481.0,111754.0,228274.0,340028.0,19.4,7.4,24.6,0.5,15.8,32.3,48.1
Germany,Q1 2024,81337.0,44985.0,173927.0,4499.0,131454.0,258583.0,390037.0,11.7,6.5,25.0,0.6,18.9,37.2,56.1
Germany,Q2 2024,102788.0,44564.0,190039.0,3572.0,143898.0,291995.0,435893.0,13.2,5.7,24.5,0.5,18.5,37.6,56.1
Germany,Q3 2024,92265.0,43312.0,181335.0,2904.0,104196.0,220421.0,324617.0,14.3,6.7,28.1,0.5,16.2,34.2,50.4
Germany,Q4 2024,104219.0,59044.0,210192.0,3140.0,103713.0,220949.0,324662.0,14.9,8.4,30.0,0.4,14.8,31.5,46.3
Germany,Q1 2025,112968.0,63799.0,192265.0,2894.0,102962.0,189683.0,292645.0,17.0,9.6,28.9,0.4,15.5,28.5,44.0
Germany,Q2 2025,135758.0,75106.0,207701.0,3457.0,108420.0,207776.0,316196.0,18.4,10.2,28.1,0.5,14.7,28.1,42.8
Germany,Q3 2025,133476.0,78855.0,203304.0,2813.0,96619.0,192492.0,289111.0,18.9,11.1,28.7,0.4,13.7,27.2,40.9
Germany,Q4 2025,162940.0,93638.0,212841.0,3113.0,87021.0,187690.0,274711.0,21.8,12.5,28.5,0.4,11.6,25.1,36.8
Germany,Q1 2026,159630.0,76114.0,206566.0,1725.0,96311.0,159058.0,255369.0,22.8,10.9,29.5,0.2,13.8,22.7,36.5
Germany,Q2 2026,208376.0,87679.0,221067.0,4999.0,96846.0,166022.0,262868.0,26.5,11.2,28.2,0.6,12.3,21.1,33.5
Greece,Q1 2019,38.0,59.0,1157.0,314.0,7834.0,16887.0,24721.0,0.1,0.2,4.4,1.2,29.8,64.2,94.0
Greece,Q2 2019,66.0,77.0,1677.0,623.0,8664.0,28161.0,36825.0,0.2,0.2,4.3,1.6,22.1,71.7,93.8
Greece,Q3 2019,48.0,54.0,1901.0,800.0,8208.0,16204.0,24412.0,0.2,0.2,7.0,2.9,30.2,59.5,89.7
Greece,Q4 2019,38.0,100.0,1866.0,596.0,5650.0,13087.0,18737.0,0.2,0.5,8.7,2.8,26.5,61.3,87.8
Greece,Q1 2020,71.0,88.0,2591.0,376.0,5790.0,12474.0,18264.0,0.3,0.4,12.1,1.8,27.1,58.3,85.4
Greece,Q2 2020,64.0,144.0,2123.0,272.0,4308.0,8269.0,12577.0,0.4,0.9,14.0,1.8,28.4,54.5,82.9
Greece,Q3 2020,157.0,362.0,3248.0,542.0,5779.0,13388.0,19167.0,0.7,1.5,13.8,2.3,24.6,57.0,81.6
Greece,Q4 2020,387.0,862.0,3789.0,590.0,6374.0,8929.0,15303.0,1.8,4.1,18.1,2.8,30.5,42.7,73.1
Greece,Q1 2021,419.0,878.0,5058.0,533.0,5050.0,11501.0,16551.0,1.8,3.7,21.6,2.3,21.5,49.1,70.6
Greece,Q2 2021,614.0,1291.0,7315.0,884.0,5845.0,18974.0,24819.0,1.8,3.7,20.9,2.5,16.7,54.3,71.1
Greece,Q3 2021,456.0,1141.0,5900.0,986.0,3688.0,11223.0,14911.0,1.9,4.9,25.2,4.2,15.8,48.0,63.7
Greece,Q4 2021,687.0,1475.0,5109.0,991.0,2966.0,7927.0,10893.0,3.6,7.7,26.7,5.2,15.5,41.4,56.9
Greece,Q1 2022,505.0,1274.0,6187.0,869.0,3439.0,10153.0,13592.0,2.3,5.7,27.6,3.9,15.3,45.3,60.6
Greece,Q2 2022,781.0,1533.0,9333.0,846.0,4277.0,15601.0,19878.0,2.4,4.7,28.8,2.6,13.2,48.2,61.4
Greece,Q3 2022,707.0,1113.0,7269.0,1047.0,5574.0,12428.0,18002.0,2.5,4.0,25.8,3.7,19.8,44.2,64.0
Greece,Q4 2022,834.0,1573.0,6230.0,946.0,3824.0,8940.0,12764.0,3.7,7.0,27.9,4.2,17.1,40.0,57.1
Greece,Q1 2023,1392.0,1766.0,9177.0,889.0,5623.0,14925.0,20548.0,4.1,5.2,27.2,2.6,16.6,44.2,60.8
Greece,Q2 2023,1820.0,1854.0,10797.0,955.0,4378.0,16786.0,21164.0,5.0,5.1,29.5,2.6,12.0,45.9,57.8
Greece,Q3 2023,1731.0,2411.0,11275.0,995.0,4342.0,13394.0,17736.0,5.1,7.1,33.0,2.9,12.7,39.2,51.9
Greece,Q4 2023,1436.0,2795.0,10311.0,934.0,3310.0,11188.0,14498.0,4.8,9.3,34.4,3.1,11.0,37.3,48.4
Greece,Q1 2024,1580.0,2012.0,13693.0,647.0,3892.0,14844.0,18736.0,4.3,5.5,37.3,1.8,10.6,40.5,51.1
Greece,Q2 2024,1761.0,2019.0,16945.0,478.0,3267.0,16882.0,20149.0,4.3,4.9,41.0,1.2,7.9,40.8,48.7
Greece,Q3 2024,2261.0,2032.0,13920.0,875.0,1416.0,9511.0,10927.0,7.5,6.8,46.4,2.9,4.7,31.7,36.4
Greece,Q4 2024,3105.0,2199.0,13359.0,1431.0,1260.0,7686.0,8946.0,10.7,7.6,46.0,4.9,4.3,26.5,30.8
